Point ID,arc_length,p,Points_0,Points_1,Points_2,Points_Magnitude,U_0,U_1,U_2,U_Magnitude,vtkValidPointMask
245,0.004900,-0.000005,0.050000,0.004900,0.005000,0.050488,0.004946,0.000113,-0.000000,0.004947,1
246,0.004920,-0.000005,0.050000,0.004920,0.005000,0.050490,0.004957,0.000114,-0.000000,0.004958,1
247,0.004940,-0.000005,0.050000,0.004940,0.005000,0.050492,0.004968,0.000114,-0.000000,0.004970,1
248,0.004960,-0.000005,0.050000,0.004960,0.005000,0.050494,0.004980,0.000114,-0.000000,0.004981,1
249,0.004980,-0.000005,0.050000,0.004980,0.005000,0.050496,0.004991,0.000114,-0.000000,0.004992,1
250,0.005000,-0.000005,0.050000,0.005000,0.005000,0.050498,0.005002,0.000115,-0.000000,0.005003,1
251,0.005020,-0.000005,0.050000,0.005020,0.005000,0.050500,0.005013,0.000115,-0.000000,0.005014,1
252,0.005040,-0.000005,0.050000,0.005040,0.005000,0.050502,0.005022,0.000115,-0.000000,0.005023,1
253,0.005060,-0.000005,0.050000,0.005060,0.005000,0.050503,0.005031,0.000115,-0.000000,0.005032,1
254,0.005080,-0.000005,0.050000,0.005080,0.005000,0.050506,0.005040,0.000115,-0.000000,0.005041,1
255,0.005100,-0.000005,0.050000,0.005100,0.005000,0.050508,0.005049,0.000115,-0.000000,0.005050,1
256,0.005120,-0.000005,0.050000,0.005120,0.005000,0.050510,0.005058,0.000115,-0.000000,0.005059,1
257,0.005140,-0.000005,0.050000,0.005140,0.005000,0.050512,0.005067,0.000115,-0.000000,0.005068,1
258,0.005160,-0.000005,0.050000,0.005160,0.005000,0.050514,0.005076,0.000115,-0.000000,0.005078,1
259,0.005180,-0.000005,0.050000,0.005180,0.005000,0.050516,0.005085,0.000115,-0.000000,0.005087,1
260,0.005200,-0.000005,0.050000,0.005200,0.005000,0.050518,0.005094,0.000115,-0.000000,0.005096,1
261,0.005220,-0.000005,0.050000,0.005220,0.005000,0.050520,0.005104,0.000115,-0.000000,0.005105,1
262,0.005240,-0.000005,0.050000,0.005240,0.005000,0.050522,0.005113,0.000115,-0.000000,0.005114,1
263,0.005260,-0.000005,0.050000,0.005260,0.005000,0.050524,0.005122,0.000116,-0.000000,0.005123,1
264,0.005280,-0.000005,0.050000,0.005280,0.005000,0.050526,0.005131,0.000116,-0.000000,0.005132,1
265,0.005300,-0.000005,0.050000,0.005300,0.005000,0.050528,0.005140,0.000116,-0.000000,0.005141,1
266,0.005320,-0.000005,0.050000,0.005320,0.005000,0.050530,0.005149,0.000116,-0.000000,0.005150,1
267,0.005340,-0.000005,0.050000,0.005340,0.005000,0.050532,0.005158,0.000116,-0.000000,0.005159,1
268,0.005360,-0.000005,0.050000,0.005360,0.005000,0.050534,0.005167,0.000116,-0.000000,0.005169,1
269,0.005380,-0.000005,0.050000,0.005380,0.005000,0.050537,0.005176,0.000116,-0.000000,0.005178,1
270,0.005400,-0.000005,0.050000,0.005400,0.005000,0.050539,0.005185,0.000116,-0.000000,0.005187,1
271,0.005420,-0.000005,0.050000,0.005420,0.005000,0.050541,0.005194,0.000116,-0.000000,0.005196,1
272,0.005440,-0.000005,0.050000,0.005440,0.005000,0.050543,0.005204,0.000116,-0.000000,0.005205,1
273,0.005460,-0.000005,0.050000,0.005460,0.005000,0.050545,0.005213,0.000116,-0.000000,0.005214,1
274,0.005480,-0.000005,0.050000,0.005480,0.005000,0.050547,0.005222,0.000116,-0.000000,0.005223,1
275,0.005500,-0.000005,0.050000,0.005500,0.005000,0.050549,0.005231,0.000116,-0.000000,0.005232,1
276,0.005520,-0.000005,0.050000,0.005520,0.005000,0.050552,0.005240,0.000116,-0.000000,0.005241,1
277,0.005540,-0.000005,0.050000,0.005540,0.005000,0.050554,0.005249,0.000116,-0.000000,0.005250,1
278,0.005560,-0.000005,0.050000,0.005560,0.005000,0.050556,0.005258,0.000116,-0.000000,0.005259,1
279,0.005580,-0.000005,0.050000,0.005580,0.005000,0.050558,0.005267,0.000117,-0.000000,0.005269,1
280,0.005600,-0.000005,0.050000,0.005600,0.005000,0.050560,0.005276,0.000117,-0.000000,0.005278,1
281,0.005620,-0.000005,0.050000,0.005620,0.005000,0.050563,0.005285,0.000117,-0.000000,0.005287,1
282,0.005640,-0.000005,0.050000,0.005640,0.005000,0.050565,0.005295,0.000117,-0.000000,0.005296,1
283,0.005660,-0.000005,0.050000,0.005660,0.005000,0.050567,0.005304,0.000117,-0.000000,0.005305,1
284,0.005680,-0.000005,0.050000,0.005680,0.005000,0.050569,0.005313,0.000117,-0.000000,0.005314,1
285,0.005700,-0.000005,0.050000,0.005700,0.005000,0.050572,0.005322,0.000117,-0.000000,0.005323,1
286,0.005720,-0.000005,0.050000,0.005720,0.005000,0.050574,0.005331,0.000117,-0.000000,0.005332,1
287,0.005740,-0.000005,0.050000,0.005740,0.005000,0.050576,0.005340,0.000117,-0.000000,0.005341,1
288,0.005760,-0.000005,0.050000,0.005760,0.005000,0.050578,0.005349,0.000117,-0.000000,0.005350,1
289,0.005780,-0.000005,0.050000,0.005780,0.005000,0.050581,0.005358,0.000117,-0.000000,0.005359,1
290,0.005800,-0.000005,0.050000,0.005800,0.005000,0.050583,0.005366,0.000117,-0.000000,0.005367,1
291,0.005820,-0.000005,0.050000,0.005820,0.005000,0.050585,0.005373,0.000117,-0.000000,0.005374,1
292,0.005840,-0.000005,0.050000,0.005840,0.005000,0.050588,0.005380,0.000117,-0.000000,0.005381,1
293,0.005860,-0.000005,0.050000,0.005860,0.005000,0.050590,0.005387,0.000117,-0.000000,0.005388,1
294,0.005880,-0.000004,0.050000,0.005880,0.005000,0.050592,0.005394,0.000117,-0.000000,0.005395,1
295,0.005900,-0.000004,0.050000,0.005900,0.005000,0.050595,0.005401,0.000117,-0.000000,0.005403,1
296,0.005920,-0.000004,0.050000,0.005920,0.005000,0.050597,0.005408,0.000117,-0.000000,0.005410,1
297,0.005940,-0.000004,0.050000,0.005940,0.005000,0.050599,0.005416,0.000117,-0.000000,0.005417,1
298,0.005960,-0.000004,0.050000,0.005960,0.005000,0.050602,0.005423,0.000117,-0.000000,0.005424,1
299,0.005980,-0.000004,0.050000,0.005980,0.005000,0.050604,0.005430,0.000117,-0.000000,0.005431,1
300,0.006000,-0.000004,0.050000,0.006000,0.005000,0.050606,0.005437,0.000117,-0.000000,0.005438,1
301,0.006020,-0.000004,0.050000,0.006020,0.005000,0.050609,0.005444,0.000117,-0.000000,0.005445,1
302,0.006040,-0.000004,0.050000,0.006040,0.005000,0.050611,0.005451,0.000116,-0.000000,0.005452,1
303,0.006060,-0.000004,0.050000,0.006060,0.005000,0.050613,0.005458,0.000116,-0.000000,0.005459,1
304,0.006080,-0.000004,0.050000,0.006080,0.005000,0.050616,0.005465,0.000116,-0.000000,0.005466,1
305,0.006100,-0.000004,0.050000,0.006100,0.005000,0.050618,0.005472,0.000116,-0.000000,0.005474,1
306,0.006120,-0.000004,0.050000,0.006120,0.005000,0.050621,0.005479,0.000116,-0.000000,0.005481,1
307,0.006140,-0.000004,0.050000,0.006140,0.005000,0.050623,0.005487,0.000116,-0.000000,0.005488,1
308,0.006160,-0.000004,0.050000,0.006160,0.005000,0.050626,0.005494,0.000116,-0.000000,0.005495,1
309,0.006180,-0.000004,0.050000,0.006180,0.005000,0.050628,0.005501,0.000116,-0.000000,0.005502,1
310,0.006200,-0.000004,0.050000,0.006200,0.005000,0.050630,0.005508,0.000116,-0.000000,0.005509,1
311,0.006220,-0.000004,0.050000,0.006220,0.005000,0.050633,0.005515,0.000116,-0.000000,0.005516,1
312,0.006240,-0.000004,0.050000,0.006240,0.005000,0.050635,0.005522,0.000116,-0.000000,0.005523,1
313,0.006260,-0.000004,0.050000,0.006260,0.005000,0.050638,0.005529,0.000116,-0.000000,0.005530,1
314,0.006280,-0.000004,0.050000,0.006280,0.005000,0.050640,0.005536,0.000116,-0.000000,0.005538,1
315,0.006300,-0.000004,0.050000,0.006300,0.005000,0.050643,0.005543,0.000116,-0.000000,0.005545,1
316,0.006320,-0.000004,0.050000,0.006320,0.005000,0.050645,0.005551,0.000116,-0.000000,0.005552,1
317,0.006340,-0.000004,0.050000,0.006340,0.005000,0.050648,0.005558,0.000116,-0.000000,0.005559,1
318,0.006360,-0.000004,0.050000,0.006360,0.005000,0.050650,0.005565,0.000116,-0.000000,0.005566,1
319,0.006380,-0.000004,0.050000,0.006380,0.005000,0.050653,0.005572,0.000115,-0.000000,0.005573,1
320,0.006400,-0.000004,0.050000,0.006400,0.005000,0.050655,0.005579,0.000115,-0.000000,0.005580,1
321,0.006420,-0.000004,0.050000,0.006420,0.005000,0.050658,0.005586,0.000115,-0.000000,0.005587,1
322,0.006440,-0.000004,0.050000,0.006440,0.005000,0.050660,0.005593,0.000115,-0.000000,0.005594,1
323,0.006460,-0.000004,0.050000,0.006460,0.005000,0.050663,0.005600,0.000115,-0.000000,0.005601,1
324,0.006480,-0.000004,0.050000,0.006480,0.005000,0.050665,0.005607,0.000115,-0.000000,0.005609,1
325,0.006500,-0.000004,0.050000,0.006500,0.005000,0.050668,0.005614,0.000115,-0.000000,0.005616,1
326,0.006520,-0.000004,0.050000,0.006520,0.005000,0.050671,0.005622,0.000115,-0.000000,0.005623,1
327,0.006540,-0.000004,0.050000,0.006540,0.005000,0.050673,0.005629,0.000115,-0.000000,0.005630,1
328,0.006560,-0.000004,0.050000,0.006560,0.005000,0.050676,0.005636,0.000115,-0.000000,0.005637,1
329,0.006580,-0.000004,0.050000,0.006580,0.005000,0.050678,0.005643,0.000115,-0.000000,0.005644,1
330,0.006600,-0.000004,0.050000,0.006600,0.005000,0.050681,0.005650,0.000115,-0.000000,0.005651,1
331,0.006620,-0.000004,0.050000,0.006620,0.005000,0.050684,0.005657,0.000115,-0.000000,0.005658,1
332,0.006640,-0.000004,0.050000,0.006640,0.005000,0.050686,0.005664,0.000115,-0.000000,0.005665,1
333,0.006660,-0.000004,0.050000,0.006660,0.005000,0.050689,0.005671,0.000115,-0.000000,0.005672,1
334,0.006680,-0.000004,0.050000,0.006680,0.005000,0.050691,0.005676,0.000115,-0.000000,0.005677,1
335,0.006700,-0.000004,0.050000,0.006700,0.005000,0.050694,0.005681,0.000114,-0.000000,0.005682,1
336,0.006720,-0.000004,0.050000,0.006720,0.005000,0.050697,0.005686,0.000114,-0.000000,0.005687,1
337,0.006740,-0.000004,0.050000,0.006740,0.005000,0.050699,0.005691,0.000114,-0.000000,0.005693,1
338,0.006760,-0.000004,0.050000,0.006760,0.005000,0.050702,0.005697,0.000114,-0.000000,0.005698,1
339,0.006780,-0.000004,0.050000,0.006780,0.005000,0.050705,0.005702,0.000114,-0.000000,0.005703,1
340,0.006800,-0.000004,0.050000,0.006800,0.005000,0.050707,0.005707,0.000114,-0.000000,0.005708,1
341,0.006820,-0.000004,0.050000,0.006820,0.005000,0.050710,0.005712,0.000114,-0.000000,0.005713,1
342,0.006840,-0.000004,0.050000,0.006840,0.005000,0.050713,0.005717,0.000114,-0.000000,0.005718,1
343,0.006860,-0.000004,0.050000,0.006860,0.005000,0.050715,0.005722,0.000113,-0.000000,0.005723,1
344,0.006880,-0.000004,0.050000,0.006880,0.005000,0.050718,0.005727,0.000113,-0.000000,0.005728,1
345,0.006900,-0.000004,0.050000,0.006900,0.005000,0.050721,0.005732,0.000113,-0.000000,0.005733,1
346,0.006920,-0.000004,0.050000,0.006920,0.005000,0.050724,0.005737,0.000113,-0.000000,0.005739,1
347,0.006940,-0.000004,0.050000,0.006940,0.005000,0.050726,0.005743,0.000113,-0.000000,0.005744,1
348,0.006960,-0.000004,0.050000,0.006960,0.005000,0.050729,0.005748,0.000113,-0.000000,0.005749,1
349,0.006980,-0.000004,0.050000,0.006980,0.005000,0.050732,0.005753,0.000113,-0.000000,0.005754,1
350,0.007000,-0.000004,0.050000,0.007000,0.005000,0.050735,0.005758,0.000113,-0.000000,0.005759,1
351,0.007020,-0.000004,0.050000,0.007020,0.005000,0.050737,0.005763,0.000113,-0.000000,0.005764,1
352,0.007040,-0.000004,0.050000,0.007040,0.005000,0.050740,0.005768,0.000112,-0.000000,0.005769,1
353,0.007060,-0.000004,0.050000,0.007060,0.005000,0.050743,0.005773,0.000112,-0.000000,0.005774,1
354,0.007080,-0.000004,0.050000,0.007080,0.005000,0.050746,0.005778,0.000112,-0.000000,0.005780,1
355,0.007100,-0.000004,0.050000,0.007100,0.005000,0.050748,0.005784,0.000112,-0.000000,0.005785,1
356,0.007120,-0.000004,0.050000,0.007120,0.005000,0.050751,0.005789,0.000112,-0.000000,0.005790,1
357,0.007140,-0.000004,0.050000,0.007140,0.005000,0.050754,0.005794,0.000112,-0.000000,0.005795,1
358,0.007160,-0.000004,0.050000,0.007160,0.005000,0.050757,0.005799,0.000112,-0.000000,0.005800,1
359,0.007180,-0.000004,0.050000,0.007180,0.005000,0.050760,0.005804,0.000112,-0.000000,0.005805,1
360,0.007200,-0.000004,0.050000,0.007200,0.005000,0.050763,0.005809,0.000111,-0.000000,0.005810,1
361,0.007220,-0.000004,0.050000,0.007220,0.005000,0.050765,0.005814,0.000111,-0.000000,0.005815,1
362,0.007240,-0.000004,0.050000,0.007240,0.005000,0.050768,0.005819,0.000111,0.000000,0.005820,1
363,0.007260,-0.000004,0.050000,0.007260,0.005000,0.050771,0.005825,0.000111,0.000000,0.005826,1
364,0.007280,-0.000004,0.050000,0.007280,0.005000,0.050774,0.005830,0.000111,0.000000,0.005831,1
365,0.007300,-0.000004,0.050000,0.007300,0.005000,0.050777,0.005835,0.000111,0.000000,0.005836,1
366,0.007320,-0.000004,0.050000,0.007320,0.005000,0.050780,0.005840,0.000111,0.000000,0.005841,1
367,0.007340,-0.000004,0.050000,0.007340,0.005000,0.050783,0.005845,0.000111,0.000000,0.005846,1
368,0.007360,-0.000004,0.050000,0.007360,0.005000,0.050786,0.005850,0.000111,0.000000,0.005851,1
369,0.007380,-0.000004,0.050000,0.007380,0.005000,0.050788,0.005855,0.000110,0.000000,0.005856,1
370,0.007400,-0.000004,0.050000,0.007400,0.005000,0.050791,0.005860,0.000110,0.000000,0.005861,1
371,0.007420,-0.000004,0.050000,0.007420,0.005000,0.050794,0.005865,0.000110,0.000000,0.005867,1
372,0.007440,-0.000004,0.050000,0.007440,0.005000,0.050797,0.005871,0.000110,0.000000,0.005872,1
373,0.007460,-0.000004,0.050000,0.007460,0.005000,0.050800,0.005876,0.000110,0.000000,0.005877,1
374,0.007480,-0.000004,0.050000,0.007480,0.005000,0.050803,0.005881,0.000110,0.000000,0.005882,1
375,0.007500,-0.000004,0.050000,0.007500,0.005000,0.050806,0.005886,0.000110,0.000000,0.005887,1
376,0.007520,-0.000004,0.050000,0.007520,0.005000,0.050809,0.005891,0.000110,0.000000,0.005892,1
377,0.007540,-0.000004,0.050000,0.007540,0.005000,0.050812,0.005896,0.000109,0.000000,0.005897,1
378,0.007560,-0.000004,0.050000,0.007560,0.005000,0.050815,0.005901,0.000109,0.000000,0.005902,1
379,0.007580,-0.000004,0.050000,0.007580,0.005000,0.050818,0.005906,0.000109,0.000000,0.005907,1
380,0.007600,-0.000004,0.050000,0.007600,0.005000,0.050821,0.005912,0.000109,0.000000,0.005913,1
381,0.007620,-0.000004,0.050000,0.007620,0.005000,0.050824,0.005917,0.000109,0.000000,0.005918,1
382,0.007640,-0.000004,0.050000,0.007640,0.005000,0.050827,0.005922,0.000109,0.000000,0.005923,1
383,0.007660,-0.000004,0.050000,0.007660,0.005000,0.050830,0.005925,0.000109,0.000000,0.005926,1
384,0.007680,-0.000004,0.050000,0.007680,0.005000,0.050833,0.005927,0.000109,0.000000,0.005928,1
385,0.007700,-0.000004,0.050000,0.007700,0.005000,0.050836,0.005930,0.000108,0.000000,0.005931,1
386,0.007720,-0.000004,0.050000,0.007720,0.005000,0.050839,0.005933,0.000108,0.000000,0.005934,1
387,0.007740,-0.000004,0.050000,0.007740,0.005000,0.050842,0.005936,0.000108,0.000000,0.005937,1
388,0.007760,-0.000004,0.050000,0.007760,0.005000,0.050845,0.005939,0.000108,0.000000,0.005940,1
389,0.007780,-0.000004,0.050000,0.007780,0.005000,0.050848,0.005942,0.000108,0.000000,0.005943,1
390,0.007800,-0.000004,0.050000,0.007800,0.005000,0.050851,0.005945,0.000108,0.000000,0.005946,1
391,0.007820,-0.000004,0.050000,0.007820,0.005000,0.050854,0.005948,0.000108,0.000000,0.005949,1
392,0.007840,-0.000004,0.050000,0.007840,0.005000,0.050857,0.005951,0.000107,0.000000,0.005952,1
393,0.007860,-0.000004,0.050000,0.007860,0.005000,0.050860,0.005954,0.000107,0.000000,0.005955,1
394,0.007880,-0.000004,0.050000,0.007880,0.005000,0.050863,0.005957,0.000107,0.000000,0.005958,1
395,0.007900,-0.000004,0.050000,0.007900,0.005000,0.050867,0.005960,0.000107,0.000000,0.005960,1
396,0.007920,-0.000004,0.050000,0.007920,0.005000,0.050870,0.005962,0.000107,0.000000,0.005963,1
397,0.007940,-0.000004,0.050000,0.007940,0.005000,0.050873,0.005965,0.000107,0.000000,0.005966,1
398,0.007960,-0.000004,0.050000,0.007960,0.005000,0.050876,0.005968,0.000106,0.000000,0.005969,1
399,0.007980,-0.000004,0.050000,0.007980,0.005000,0.050879,0.005971,0.000106,0.000000,0.005972,1
400,0.008000,-0.000004,0.050000,0.008000,0.005000,0.050882,0.005974,0.000106,0.000000,0.005975,1
401,0.008020,-0.000004,0.050000,0.008020,0.005000,0.050885,0.005977,0.000106,0.000000,0.005978,1
402,0.008040,-0.000004,0.050000,0.008040,0.005000,0.050889,0.005980,0.000106,0.000000,0.005981,1
403,0.008060,-0.000004,0.050000,0.008060,0.005000,0.050892,0.005983,0.000106,0.000000,0.005984,1
404,0.008080,-0.000004,0.050000,0.008080,0.005000,0.050895,0.005986,0.000106,0.000000,0.005987,1
405,0.008100,-0.000004,0.050000,0.008100,0.005000,0.050898,0.005989,0.000105,0.000000,0.005990,1
406,0.008120,-0.000004,0.050000,0.008120,0.005000,0.050901,0.005992,0.000105,0.000000,0.005993,1
407,0.008140,-0.000004,0.050000,0.008140,0.005000,0.050904,0.005995,0.000105,0.000000,0.005995,1
408,0.008160,-0.000004,0.050000,0.008160,0.005000,0.050908,0.005997,0.000105,0.000000,0.005998,1
409,0.008180,-0.000004,0.050000,0.008180,0.005000,0.050911,0.006000,0.000105,0.000000,0.006001,1
410,0.008200,-0.000004,0.050000,0.008200,0.005000,0.050914,0.006003,0.000105,0.000000,0.006004,1
411,0.008220,-0.000004,0.050000,0.008220,0.005000,0.050917,0.006006,0.000105,0.000000,0.006007,1
412,0.008240,-0.000004,0.050000,0.008240,0.005000,0.050921,0.006009,0.000104,0.000000,0.006010,1
413,0.008260,-0.000004,0.050000,0.008260,0.005000,0.050924,0.006012,0.000104,0.000000,0.006013,1
414,0.008280,-0.000004,0.050000,0.008280,0.005000,0.050927,0.006015,0.000104,0.000000,0.006016,1
415,0.008300,-0.000004,0.050000,0.008300,0.005000,0.050930,0.006018,0.000104,0.000000,0.006019,1
416,0.008320,-0.000004,0.050000,0.008320,0.005000,0.050934,0.006021,0.000104,0.000000,0.006022,1
417,0.008340,-0.000004,0.050000,0.008340,0.005000,0.050937,0.006024,0.000104,0.000000,0.006025,1
418,0.008360,-0.000004,0.050000,0.008360,0.005000,0.050940,0.006027,0.000103,0.000000,0.006028,1
419,0.008380,-0.000004,0.050000,0.008380,0.005000,0.050943,0.006030,0.000103,0.000000,0.006030,1
420,0.008400,-0.000004,0.050000,0.008400,0.005000,0.050947,0.006032,0.000103,0.000000,0.006033,1
421,0.008420,-0.000004,0.050000,0.008420,0.005000,0.050950,0.006035,0.000103,0.000000,0.006036,1
422,0.008440,-0.000004,0.050000,0.008440,0.005000,0.050953,0.006038,0.000103,0.000000,0.006039,1
423,0.008460,-0.000004,0.050000,0.008460,0.005000,0.050957,0.006041,0.000103,0.000000,0.006042,1
424,0.008480,-0.000004,0.050000,0.008480,0.005000,0.050960,0.006044,0.000103,0.000000,0.006045,1
425,0.008500,-0.000004,0.050000,0.008500,0.005000,0.050963,0.006047,0.000102,0.000000,0.006048,1
426,0.008520,-0.000004,0.050000,0.008520,0.005000,0.050967,0.006050,0.000102,0.000000,0.006051,1
427,0.008540,-0.000004,0.050000,0.008540,0.005000,0.050970,0.006053,0.000102,0.000000,0.006054,1
428,0.008560,-0.000004,0.050000,0.008560,0.005000,0.050973,0.006056,0.000102,0.000000,0.006057,1
429,0.008580,-0.000004,0.050000,0.008580,0.005000,0.050977,0.006059,0.000102,0.000000,0.006060,1
430,0.008600,-0.000004,0.050000,0.008600,0.005000,0.050980,0.006062,0.000102,0.000000,0.006062,1
431,0.008620,-0.000004,0.050000,0.008620,0.005000,0.050983,0.006065,0.000102,0.000000,0.006065,1
432,0.008640,-0.000004,0.050000,0.008640,0.005000,0.050987,0.006067,0.000101,0.000000,0.006068,1
433,0.008660,-0.000004,0.050000,0.008660,0.005000,0.050990,0.006070,0.000101,0.000000,0.006071,1
434,0.008680,-0.000004,0.050000,0.008680,0.005000,0.050994,0.006073,0.000101,0.000000,0.006074,1
435,0.008700,-0.000004,0.050000,0.008700,0.005000,0.050997,0.006076,0.000101,0.000000,0.006077,1
436,0.008720,-0.000004,0.050000,0.008720,0.005000,0.051000,0.006079,0.000101,0.000000,0.006080,1
437,0.008740,-0.000004,0.050000,0.008740,0.005000,0.051004,0.006082,0.000101,0.000000,0.006083,1
438,0.008760,-0.000004,0.050000,0.008760,0.005000,0.051007,0.006083,0.000100,0.000000,0.006084,1
439,0.008780,-0.000004,0.050000,0.008780,0.005000,0.051011,0.006084,0.000100,0.000000,0.006085,1
440,0.008800,-0.000004,0.050000,0.008800,0.005000,0.051014,0.006084,0.000100,0.000000,0.006085,1
441,0.008820,-0.000004,0.050000,0.008820,0.005000,0.051018,0.006085,0.000100,0.000000,0.006085,1
442,0.008840,-0.000004,0.050000,0.008840,0.005000,0.051021,0.006085,0.000100,0.000000,0.006086,1
443,0.008860,-0.000004,0.050000,0.008860,0.005000,0.051025,0.006085,0.000100,0.000000,0.006086,1
444,0.008880,-0.000004,0.050000,0.008880,0.005000,0.051028,0.006086,0.000099,0.000000,0.006087,1
445,0.008900,-0.000004,0.050000,0.008900,0.005000,0.051031,0.006086,0.000099,0.000000,0.006087,1
446,0.008920,-0.000004,0.050000,0.008920,0.005000,0.051035,0.006087,0.000099,0.000000,0.006087,1
447,0.008940,-0.000004,0.050000,0.008940,0.005000,0.051038,0.006087,0.000099,0.000000,0.006088,1
448,0.008960,-0.000004,0.050000,0.008960,0.005000,0.051042,0.006087,0.000099,0.000000,0.006088,1
449,0.008980,-0.000004,0.050000,0.008980,0.005000,0.051045,0.006088,0.000099,0.000000,0.006089,1
450,0.009000,-0.000004,0.050000,0.009000,0.005000,0.051049,0.006088,0.000099,0.000000,0.006089,1
451,0.009020,-0.000004,0.050000,0.009020,0.005000,0.051053,0.006089,0.000098,0.000000,0.006089,1
452,0.009040,-0.000004,0.050000,0.009040,0.005000,0.051056,0.006089,0.000098,0.000000,0.006090,1
453,0.009060,-0.000004,0.050000,0.009060,0.005000,0.051060,0.006089,0.000098,0.000000,0.006090,1
454,0.009080,-0.000004,0.050000,0.009080,0.005000,0.051063,0.006090,0.000098,0.000000,0.006091,1
455,0.009100,-0.000004,0.050000,0.009100,0.005000,0.051067,0.006090,0.000098,0.000000,0.006091,1
456,0.009120,-0.000004,0.050000,0.009120,0.005000,0.051070,0.006091,0.000098,0.000000,0.006091,1
457,0.009140,-0.000004,0.050000,0.009140,0.005000,0.051074,0.006091,0.000097,0.000000,0.006092,1
458,0.009160,-0.000004,0.050000,0.009160,0.005000,0.051077,0.006092,0.000097,0.000000,0.006092,1
459,0.009180,-0.000004,0.050000,0.009180,0.005000,0.051081,0.006092,0.000097,0.000000,0.006093,1
460,0.009200,-0.000004,0.050000,0.009200,0.005000,0.051085,0.006092,0.000097,0.000000,0.006093,1
461,0.009220,-0.000004,0.050000,0.009220,0.005000,0.051088,0.006093,0.000097,0.000000,0.006093,1
462,0.009240,-0.000004,0.050000,0.009240,0.005000,0.051092,0.006093,0.000097,0.000000,0.006094,1
463,0.009260,-0.000004,0.050000,0.009260,0.005000,0.051095,0.006094,0.000096,0.000000,0.006094,1
464,0.009280,-0.000004,0.050000,0.009280,0.005000,0.051099,0.006094,0.000096,0.000000,0.006095,1
465,0.009300,-0.000004,0.050000,0.009300,0.005000,0.051103,0.006094,0.000096,0.000000,0.006095,1
466,0.009320,-0.000004,0.050000,0.009320,0.005000,0.051106,0.006095,0.000096,0.000000,0.006096,1
467,0.009340,-0.000004,0.050000,0.009340,0.005000,0.051110,0.006095,0.000096,0.000000,0.006096,1
468,0.009360,-0.000004,0.050000,0.009360,0.005000,0.051114,0.006096,0.000096,0.000000,0.006096,1
469,0.009380,-0.000004,0.050000,0.009380,0.005000,0.051117,0.006096,0.000095,0.000000,0.006097,1
470,0.009400,-0.000004,0.050000,0.009400,0.005000,0.051121,0.006096,0.000095,0.000000,0.006097,1
471,0.009420,-0.000004,0.050000,0.009420,0.005000,0.051125,0.006097,0.000095,0.000000,0.006098,1
472,0.009440,-0.000004,0.050000,0.009440,0.005000,0.051128,0.006097,0.000095,0.000000,0.006098,1
473,0.009460,-0.000004,0.050000,0.009460,0.005000,0.051132,0.006098,0.000095,0.000000,0.006098,1
474,0.009480,-0.000004,0.050000,0.009480,0.005000,0.051136,0.006098,0.000095,0.000000,0.006099,1
475,0.009500,-0.000004,0.050000,0.009500,0.005000,0.051140,0.006098,0.000094,0.000000,0.006099,1
476,0.009520,-0.000004,0.050000,0.009520,0.005000,0.051143,0.006099,0.000094,0.000000,0.006100,1
477,0.009540,-0.000004,0.050000,0.009540,0.005000,0.051147,0.006099,0.000094,0.000000,0.006100,1
478,0.009560,-0.000004,0.050000,0.009560,0.005000,0.051151,0.006100,0.000094,0.000000,0.006100,1
479,0.009580,-0.000004,0.050000,0.009580,0.005000,0.051154,0.006100,0.000094,0.000000,0.006101,1
480,0.009600,-0.000004,0.050000,0.009600,0.005000,0.051158,0.006100,0.000094,0.000000,0.006101,1
481,0.009620,-0.000004,0.050000,0.009620,0.005000,0.051162,0.006101,0.000093,0.000000,0.006102,1
482,0.009640,-0.000004,0.050000,0.009640,0.005000,0.051166,0.006101,0.000093,0.000000,0.006102,1
483,0.009660,-0.000004,0.050000,0.009660,0.005000,0.051169,0.006102,0.000093,0.000000,0.006102,1
484,0.009680,-0.000004,0.050000,0.009680,0.005000,0.051173,0.006102,0.000093,0.000000,0.006103,1
485,0.009700,-0.000004,0.050000,0.009700,0.005000,0.051177,0.006102,0.000093,0.000000,0.006103,1
486,0.009720,-0.000004,0.050000,0.009720,0.005000,0.051181,0.006103,0.000093,0.000000,0.006104,1
487,0.009740,-0.000004,0.050000,0.009740,0.005000,0.051185,0.006103,0.000092,0.000000,0.006104,1
488,0.009760,-0.000004,0.050000,0.009760,0.005000,0.051188,0.006104,0.000092,0.000000,0.006104,1
489,0.009780,-0.000004,0.050000,0.009780,0.005000,0.051192,0.006104,0.000092,0.000000,0.006105,1
490,0.009800,-0.000004,0.050000,0.009800,0.005000,0.051196,0.006104,0.000092,0.000000,0.006105,1
491,0.009820,-0.000004,0.050000,0.009820,0.005000,0.051200,0.006105,0.000092,0.000000,0.006106,1
492,0.009840,-0.000004,0.050000,0.009840,0.005000,0.051204,0.006105,0.000092,0.000000,0.006106,1
493,0.009860,-0.000004,0.050000,0.009860,0.005000,0.051208,0.006106,0.000091,0.000000,0.006106,1
494,0.009880,-0.000004,0.050000,0.009880,0.005000,0.051211,0.006106,0.000091,0.000000,0.006107,1
495,0.009900,-0.000004,0.050000,0.009900,0.005000,0.051215,0.006106,0.000091,0.000000,0.006107,1
